Index,Time,Temperature,DO
0,14:38:05,32,6.81
1,14:38:10,32,6.81
2,14:38:15,32,6.81
3,14:38:20,32,6.81
4,14:38:25,32,6.81
5,14:38:30,32,6.82
6,14:38:35,32,6.82
7,14:38:40,32,6.82
8,14:38:45,32,6.82
9,14:38:50,32,6.82
10,14:38:55,32,6.81
11,14:39:00,32,6.81
12,14:39:05,32,6.82
13,14:39:10,32,6.82
14,14:39:15,32,6.81
15,14:39:20,32,6.81
16,14:39:25,32,6.83
17,14:39:30,32,6.84
18,14:39:35,32,6.84
19,14:39:40,32,6.84
20,14:39:45,32,6.84
21,14:39:50,32,6.85
22,14:39:55,32,6.85
23,14:40:00,32,6.85
24,14:40:05,32,6.85
25,14:40:10,32,6.85
26,14:40:15,32,6.85
27,14:40:20,32,6.85
28,14:40:25,32,6.85
29,14:40:30,32,6.85
30,14:40:35,32,6.85
31,14:40:40,32,6.86
32,14:40:45,32,6.86
33,14:40:50,32,6.87
34,14:40:55,32,6.87
35,14:41:00,32,6.87
36,14:41:05,32,6.88
37,14:41:10,32,6.89
38,14:41:15,32,6.9
39,14:41:20,32,6.9
40,14:41:25,32.1,6.91
41,14:41:30,32.1,6.9
42,14:41:35,32.1,6.9
43,14:41:40,32.1,6.89
44,14:41:45,32.1,6.89
45,14:41:50,32.1,6.89
46,14:41:55,32.1,6.89
47,14:42:00,32.1,6.89
48,14:42:05,32.1,6.89
49,14:42:10,32.1,6.91
50,14:42:15,32.1,6.91
51,14:42:20,32.1,6.92
52,14:42:25,32.1,6.92
53,14:42:30,32.1,6.92
54,14:42:35,32,6.86
55,14:42:40,32,6.8
56,14:42:45,32,6.71
57,14:42:50,32,6.63
58,14:42:55,32,6.53
59,14:43:00,32,6.44
60,14:43:05,32,6.34
61,14:43:10,32,6.24
62,14:43:15,32,6.13
63,14:43:20,32,6.03
64,14:43:25,32,5.92
65,14:43:30,32,5.83
66,14:43:35,32,5.74
67,14:43:40,32,5.63
68,14:43:45,32,5.53
69,14:43:50,32.1,5.43
70,14:43:55,32.1,5.31
71,14:44:00,32.1,5.21
72,14:44:05,32.1,5.1
73,14:44:10,32.1,5
74,14:44:15,32.1,4.89
75,14:44:20,32.1,4.79
76,14:44:25,32.1,4.69
77,14:44:30,32.1,4.58
78,14:44:35,32.1,4.47
79,14:44:40,32.1,4.37
80,14:44:45,32.1,4.27
81,14:44:50,32.1,4.17
82,14:44:55,32.1,4.06
83,14:45:00,32.1,3.97
84,14:45:05,32.1,3.86
85,14:45:10,32.1,3.77
86,14:45:15,32.1,3.67
87,14:45:20,32.1,3.57
88,14:45:25,32.1,3.48
89,14:45:30,32.1,3.37
90,14:45:35,32.1,3.28
91,14:45:40,32.1,3.18
92,14:45:45,32.1,3.09
93,14:45:50,32.1,2.99
94,14:45:55,32.1,2.9
95,14:46:00,32.1,2.8
96,14:46:05,32.1,2.71
97,14:46:10,32.1,2.62
98,14:46:15,32.1,2.53
99,14:46:20,32.1,2.44
100,14:46:25,32.1,2.35
101,14:46:30,32.1,2.26
102,14:46:35,32.1,2.17
103,14:46:40,32.1,2.08
104,14:46:45,32.1,1.99
105,14:46:50,32.1,1.9
106,14:46:55,32.1,1.8
107,14:47:00,32.1,1.72
108,14:47:05,32.1,1.63
109,14:47:10,32.1,1.55
110,14:47:15,32.1,1.46
111,14:47:20,32.1,1.37
112,14:47:25,32.1,1.29
113,14:47:30,32.1,1.21
114,14:47:35,32.1,1.12
115,14:47:40,32.1,1.04
116,14:47:45,32.1,0.96
117,14:47:50,32.1,0.87
118,14:47:55,32.1,0.8
119,14:48:00,32.1,0.71
120,14:48:05,32.1,0.64
121,14:48:10,32.1,0.57
122,14:48:15,32.1,0.5
123,14:48:20,32.1,0.43
124,14:48:25,32.1,0.37
125,14:48:30,32.2,0.32
126,14:48:35,32.2,0.27
127,14:48:40,32.2,0.23
128,14:48:45,32.2,0.2
129,14:48:50,32.2,0.16
130,14:48:55,32.2,0.14
131,14:49:00,32.2,0.11
132,14:49:05,32.2,0.1
133,14:49:10,32.2,0.08
134,14:49:15,32.2,0.07
135,14:49:20,32.2,0.06
136,14:49:25,32.2,0.06
137,14:49:30,32.2,0.05
138,14:49:35,32.2,0.04
139,14:49:40,32.2,0.04
